brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
dell,latitude 5420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,2301.99,512.0
dell,inspiron 3501 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,595.35,256.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1764.99,512.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,755.61,2000.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,2020.99,2000.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,878.37,256.0
dell,latitude 3420 laptop,14.0,i7,8.0,windows 10 home,wifi & bluetooth,integrated,,,,807.99,512.0
dell,latitude 3420 laptop,14.0,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,801.99,512.0
dell,latitude 3420 laptop,14.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,807.99,512.0
dell,latitude 5320 2-in-1,13.3,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1670.99,1000.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,2547.99,2000.0
dell,latitude 3420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1015.99,256.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,959.45,512.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1811.99,512.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1816.99,2000.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,834.99,1000.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1038.28,2000.0
dell,latitude 9420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1515.99,1000.0
dell,vostro 3510 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,993.99,1000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,767.11,2000.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,827.99,1000.0
dell,latitude 3420 laptop,14.0,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,880.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,619.39,500.0
dell,latitude 5420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1137.99,2000.0
dell,latitude 3520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce mx250,,,,1015.99,512.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1819.99,512.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1872.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,573.24,256.0
dell,latitude 5420 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1011.25,256.0
dell,alienware m15 r5 ryzen edition laptop,15.6,Ryzen 7,32.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 3070,,,,2128.99,512.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,807.99,512.0
dell,latitude 3420 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1011.25,256.0
dell,latitude 5520 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,844.58,256.0
dell,latitude 3520 laptop,15.6,i7,4.0,windows 11 pro,wifi & bluetooth,integrated,,,,1574.99,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1860.99,1000.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,nvidia geforce mx250,,,,969.99,1000.0
dell,latitude 5520 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,931.3,1000.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,820.99,1000.0
dell,latitude 3520 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,977.47,2000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,742.99,2000.0
dell,latitude 5320 laptop,13.3,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,803.99,1000.0
dell,latitude 3420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1091.99,1000.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1229.99,1000.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,2446.99,512.0
dell,latitude 9420 2-in-1,14.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,3458.99,256.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,2439.99,1000.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1672.99,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,953.82,1000.0
dell,latitude 7320 laptop,13.3,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,880.99,2000.0
dell,g16 7620 laptop,16.0,i7,48.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 3060,,,,1419.99,2000.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 11 home,,,,,,898.64,512.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,256.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,839.99,256.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,878.37,128.0
dell,latitude 5520 laptop,15.6,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,1655.99,256.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,600.68,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,915.52,512.0
dell,latitude 3520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1605.99,256.0
dell,latitude 7520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1102.99,512.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,658.99,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,700.58,512.0
dell,latitude 5521 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1703.99,512.0
dell,latitude 7320 laptop,13.3,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,834.99,1000.0
dell,inspiron 7415 2-in-1,14.0,Ryzen 7,12.0,windows 11 home,wifi & bluetooth,amd integrated graphics,,,,602.47,256.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,613.99,512.0
dell,latitude 5320 2-in-1,13.3,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,595.99,256.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1032.65,2000.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,878.37,256.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,840.99,1000.0
dell,latitude 3420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,801.99,512.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,886.99,2000.0
dell,latitude 5420 laptop,14.0,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,1122.99,256.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1179.99,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,614.4,256.0
dell,latitude 5420 laptop,14.0,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,765.75,256.0
dell,latitude 5320 laptop,13.3,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,739.99,256.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,900.89,512.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,916.66,256.0
dell,vostro 3510 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,923.99,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,921.16,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,844.58,256.0
hp,hp pavilion 15t-eg300,15.6,i7,16.0,windows 11 home,"fingerprint reader, hd audio, backlit keyboard, numeric keypad",integrated,,,,1049.0,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,688.99,512.0
dell,latitude 7420 laptop,14.0,i7,32.0,windows 10 home,,,,,,764.99,256.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,880.99,2000.0
dell,xps 9510 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,2860.99,512.0
dell,latitude 5320 2-in-1,13.3,i3,8.0,windows 11 home,wifi & bluetooth,integrated,,,,576.99,256.0
dell,latitude 5520 laptop,15.6,i5,4.0,windows 11 home,wifi & bluetooth,integrated,,,,891.88,512.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,877.99,2000.0
dell,precision 5760 laptop,17.0,i5,16.0,windows 11 pro,wifi & bluetooth,nvidia rtx a2000,,,,2501.99,512.0
dell,inspiron 16 5620,16.0,i7,16.0,windows 11 home,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",dedicated,,,,1459.0,1024.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,730.99,512.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,2407.99,256.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1038.28,2000.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,994.35,2000.0
dell,latitude 7420 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1552.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,660.99,128.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,754.99,2000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,618.99,500.0
dell,vostro 3510 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,790.99,1000.0
dell,latitude 3420 laptop,14.0,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,256.0
dell,latitude 3420 laptop,14.0,i7,8.0,windows 10 home,wifi & bluetooth,integrated,,,,840.99,1000.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,773.99,512.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,648.11,512.0
dell,latitude 3520 laptop,15.6,i7,4.0,windows 11 home,wifi & bluetooth,integrated,,,,1574.99,512.0
dell,latitude 7420 2-in-1,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,3820.99,512.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,841.99,256.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1751.99,256.0
dell,inspiron 3502 laptop,15.6,Celeron,12.0,windows 10 home,wifi & bluetooth,integrated,,,,889.99,512.0
dell,vostro 3510 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,988.99,512.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,764.99,128.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,807.99,512.0
dell,latitude 5320 2-in-1,13.3,i7,8.0,windows 10 home,wifi & bluetooth,integrated,,,,863.99,512.0
dell,latitude 5420 laptop,14.0,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1053.99,512.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,915.52,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,784.64,2000.0
dell,latitude 3520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1720.99,2000.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1672.99,512.0
dell,xps 9320 laptop,13.4,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,1225.99,256.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,619.99,128.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,922.99,1000.0
dell,alienware m15 r7 laptop,15.6,Ryzen 7,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3060,,,,1556.1,512.0
lenovo,slim 7 82sx,14.0,i7,16.0,windows 10 home,"hd audio, backlit keyboard",integrated,,,,1259.0,1024.0
dell,xps 9520 laptop,15.6,i7,4.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 3050,,,,1563.99,128.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,2488.99,1000.0
dell,inspiron 16,16.0,i7,32.0,windows 11 home,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",dedicated,,,,1439.0,1024.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,613.99,256.0
dell,precision 3470 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia quadro t550,,,,1305.99,512.0
dell,latitude 5540 laptop,15.6,i7,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,1373.99,512.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1865.99,2000.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1763.99,512.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1725.99,256.0
dell,latitude 7340 2-in-1,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1367.45,256.0
dell,precision 5770 laptop,17.0,i5,16.0,windows 11 home,wifi & bluetooth,nvidia rtx a2000,,,,2253.72,1000.0
dell,precision 7770 laptop,17.3,i7,16.0,windows 11 home,wifi & bluetooth,nvidia rtx a1000,,,,1951.52,512.0
dell,xps 9530 laptop,15.6,i9,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4060,,,,2945.99,2000.0
dell,latitude 5340 laptop,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,991.99,256.0
dell,alienware x16 laptop,16.0,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2807.93,1000.0
dell,latitude 3420 laptop,14.0,i3,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,699.99,512.0
dell,latitude 9440 2-in-1,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,2291.99,256.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4070,,,,2640.17,2000.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1971.99,2000.0
dell,vostro 3510 laptop,15.6,i5,4.0,windows 11 home,wifi & bluetooth,integrated,,,,691.99,256.0
dell,inspiron 3502 laptop,15.6,Celeron,12.0,windows 10 home,wifi & bluetooth,integrated,,,,890.37,512.0
dell,inspiron 3502 laptop,15.6,Celeron,12.0,windows 10 home,wifi & bluetooth,integrated,,,,852.99,256.0
dell,latitude 5420 laptop,14.0,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,765.75,128.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,773.99,512.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,intel arc a370m,,,,1710.99,512.0
dell,alienware m18 laptop,18.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4050,,,,2321.99,2000.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1720.95,512.0
dell,inspiron 5630 laptop,16.0,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,888.99,512.0
hp,15-dy100,15.6,i3,8.0,windows 11 home,"hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,479.99,512.0
dell,latitude 3520 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,992.1,1000.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,618.15,2000.0
dell,latitude 3520 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1702.99,1000.0
hp,15-dw300,15.6,i5,32.0,windows 11 pro,"hd audio, backlit keyboard, anti glare coating, memory card slot, numeric keypad",integrated,,,,959.0,1024.0
dell,latitude 3520 laptop,15.6,i7,8.0,windows 11 home,wifi & bluetooth,integrated,,,,1529.99,128.0
dell,latitude 3520 laptop,15.6,i5,8.0,windows 10 home,,,,,,936.93,1000.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2640.17,2000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,735.59,2000.0
dell,alienware m18 laptop,18.0,i9,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4090,,,,3163.36,512.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,641.86,512.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2437.64,1000.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4060,,,,2433.27,2000.0
dell,precision 7770 laptop,17.3,i7,32.0,windows 11 home,wifi & bluetooth,nvidia rtx a3000,,,,2815.3,512.0
dell,xps 9530 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4070,,,,3111.99,2000.0
dell,latitude 5320 2-in-1,13.3,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1621.99,512.0
dell,vostro 3510 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,780.99,512.0
dell,latitude 3520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1620.99,512.0
dell,inspiron 3501 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,594.99,256.0
dell,latitude 5420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1015.99,256.0
dell,alienware x14 r2 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2104.92,1000.0
dell,inspiron 7420 2-in-1,14.0,i7,4.0,windows 11 home,wifi & bluetooth,integrated,,,,777.02,128.0
dell,alienware m18 ryzen edition laptop,18.0,Ryzen 7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4090,,,,2954.63,1000.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,683.99,1000.0
dell,inspiron 3511 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,703.99,1000.0
dell,latitude 7520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1077.99,256.0
dell,latitude 7420 laptop,14.0,i7,16.0,windows 10 home,,,,,,1327.99,512.0
dell,latitude 5420 laptop,14.0,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1058.99,512.0
dell,alienware m15 ryzen edition r7 laptop,15.6,Ryzen 7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3070 ti,,,,1679.99,1000.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2436.99,1000.0
dell,latitude 5330 2-in-1,13.3,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1194.99,512.0
dell,latitude 7430 2-in-1,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1621.99,512.0
dell,latitude 3520 laptop,15.6,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,999.99,2000.0
dell,latitude 7520 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,1102.99,512.0
dell,latitude 5320 laptop,13.3,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,934.67,512.0
dell,latitude 5440 laptop,14.0,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1314.99,512.0
hp,15-dy200,15.6,i5,32.0,windows 11 pro,"fingerprint reader, hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,809.0,1024.0
dell,vostro 3530 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,776.99,1000.0
dell,alienware x14 r2 laptop,14.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4060,,,,2103.99,1000.0
dell,latitude 7430 laptop,14.0,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1316.99,256.0
dell,alienware m16 ryzen edition laptop,16.0,Ryzen 7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4090,,,,3007.99,512.0
lenovo,thinkpad x13 gen 2 amd,13.3,Ryzen 7,16.0,windows 11 pro,backlit keyboard,"integrated, dedicated",amd radeon r7,,,799.99,512.0
dell,vostro 7620 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3050,,,,1161.11,512.0
dell,latitude 3540 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,822.99,256.0
dell,latitude 7440 2-in-1,14.0,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,2550.99,256.0
hp,15-dy200,15.6,i5,16.0,windows 10 pro,"fingerprint reader, hd audio, anti glare coating, memory card slot, numeric keypad",integrated,,,,729.0,1024.0
dell,precision 3570 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia quadro t550,,,,981.99,512.0
dell,xps 9530 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4070,,,,2572.05,512.0
dell,latitude 9420 2-in-1,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,3415.99,256.0
dell,inspiron 3511 laptop,15.6,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,731.83,1000.0
dell,latitude 3520 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,936.93,1000.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1130.99,256.0
dell,vostro 3510 laptop,15.6,i7,32.0,windows 11 home,wifi & bluetooth,integrated,,,,1046.99,1000.0
dell,latitude 5530 laptop,15.6,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,1.8,,1173.01,512.0
dell,alienware x16 laptop,16.0,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4090,,,,3854.66,2000.0
dell,alienware x16 laptop,16.0,i9,32.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 4090,,,,3757.54,1000.0
dell,g16 7620 laptop,16.0,i7,16.0,windows 11 home,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,1210.99,512.0
dell,inspiron 3502 laptop,15.6,Celeron,12.0,windows 10 home,wifi & bluetooth,integrated,,,,853.82,256.0
dell,latitude 5520 laptop,15.6,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,861.48,256.0
dell,latitude 3520 laptop,15.6,i5,8.0,windows 11 pro,,,,,,989.85,2000.0
dell,latitude 5420 laptop,14.0,i5,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1275.99,1000.0
dell,latitude 5320 2-in-1,13.3,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,821.99,256.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,2354.99,256.0
dell,g15 gaming 5525,15.6,Ryzen 7,32.0,windows 11 home,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1259.0,1024.0
dell,g16 7620 laptop,16.0,i7,16.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 3060,,,,1310.99,1000.0
dell,vostro 3520 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,943.69,512.0
dell,vostro 3510 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,integrated,,,,967.99,1000.0
dell,latitude 3520 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,931.3,1000.0
acer,acer nitro 5 an515,15.6,i7,32.0,windows 11 home,"hd audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1559.0,1024.0
dell,alienware x16 laptop,16.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4090,,,,3854.66,2000.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,integrated,,,,1909.99,1000.0
dell,inspiron 5410 laptop,14.0,i7,4.0,windows 10 pro,wifi & bluetooth,integrated,,,,968.99,128.0
dell,precision 7770 laptop,17.3,i7,16.0,windows 11 pro,wifi & bluetooth,nvidia rtx a3000,,,,2700.99,1000.0
lenovo,lenovo thinkbook 13s g4 iap,13.3,i7,16.0,windows 10 pro,"fingerprint reader, hd audio, backlit keyboard",integrated,,,,949.0,512.0
lenovo,yoga 7 82qg,16.0,i7,16.0,windows 11 home,"fingerprint reader, hd audio, backlit keyboard, memory card slot, numeric keypad",integrated,,,,1199.99,512.0
dell,xps 9320 laptop,13.4,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1494.62,1000.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4060,,,,2478.32,1000.0
